timestamp,run_min,general_cov_thresh,panel_cov_thresh,crate_cov_thresh,,
2024-02-12 10:26:42.507803-05,303675,71.8423855165069,74.8335552596538,89.4736842105263,,
2024-04-22 15:02:38.901067-04,358229,71.85303514377,74.3009320905459,100,,
2024-04-24 02:40:11.939806-04,358270,71.8743343982961,74.3009320905459,100,,
2024-04-24 10:50:24.997916-04,358288,71.8849840255591,74.3009320905459,100,,
2024-04-23 23:25:55.697728-04,358266,71.8956336528222,74.3009320905459,100,,
2024-07-30 22:35:33.48732-04,361014,71.8956336528222,74.5672436750999,100,,
2024-07-31 00:39:49.554082-04,361016,71.9062832800852,74.5672436750999,100,,
2024-02-12 10:26:31.89976-05,303661,71.9275825346113,74.9667110519308,89.4736842105263,,
2024-02-12 10:25:31.791209-05,303584,72.0021299254526,75.0998668442077,89.4736842105263,,
2024-02-12 10:25:08.033233-05,303557,72.0127795527157,75.0998668442077,89.4736842105263,,
2024-04-15 09:53:08.595955-04,358023,72.0234291799787,74.7003994673768,94.7368421052632,,
2023-07-18 01:32:23.620284-04,311155,72.0340788072417,74.3009320905459,94.7368421052632,,
2024-04-15 08:48:11.941814-04,358022,72.0340788072417,74.7003994673768,94.7368421052632,,
2023-07-17 04:39:22.972945-04,311131,72.0447284345048,74.3009320905459,94.7368421052632,,
2024-04-16 18:49:49.009595-04,358056,72.0447284345048,74.7003994673768,94.7368421052632,,
2024-04-17 04:54:11.312947-04,358066,72.0553780617678,74.7003994673768,94.7368421052632,,
2024-08-17 22:20:30.312594-04,361479,72.0553780617678,74.8335552596538,100,,
2024-02-12 10:38:13.366816-05,304591,72.0553780617678,75.3661784287617,89.4736842105263,,
2023-07-17 15:56:26.607053-04,311146,72.0660276890309,74.3009320905459,94.7368421052632,,
2023-07-19 15:16:40.801608-04,311204,72.0660276890309,74.4340878828229,94.7368421052632,,
2024-08-16 09:15:26.897573-04,361442,72.0660276890309,74.8335552596538,100,,
2024-02-12 10:38:06.310862-05,304582,72.0660276890309,75.3661784287617,89.4736842105263,,
2023-07-17 05:39:01.570946-04,311132,72.0766773162939,74.3009320905459,94.7368421052632,,
2023-07-17 14:27:48.991313-04,311142,72.0766773162939,74.4340878828229,94.7368421052632,,
2024-04-25 00:42:00.178523-04,358309,72.0766773162939,74.4340878828229,100,,
2024-04-16 22:49:46.195699-04,358060,72.0766773162939,74.7003994673768,94.7368421052632,,
2024-08-19 02:20:58.110788-04,361507,72.0766773162939,74.8335552596538,100,,
2023-07-16 00:21:18.848222-04,311100,72.087326943557,74.4340878828229,94.7368421052632,,
2024-04-25 09:31:06.424799-04,358316,72.087326943557,74.5672436750999,100,,
2024-08-15 10:34:24.104252-04,361418,72.087326943557,74.9667110519308,100,,
2023-07-14 15:49:22.31425-04,311067,72.09797657082,74.4340878828229,94.7368421052632,,
2024-04-25 04:26:50.906644-04,358311,72.09797657082,74.5672436750999,100,,
2024-04-14 00:31:07.947968-04,357988,72.09797657082,74.8335552596538,94.7368421052632,,
2024-08-15 11:34:17.144003-04,361420,72.09797657082,74.9667110519308,100,,
2024-04-26 00:45:54.648468-04,358332,72.1086261980831,74.5672436750999,100,,
2024-04-14 02:26:55.510694-04,357990,72.1086261980831,74.8335552596538,94.7368421052632,,
2024-04-27 00:43:15.085374-04,358356,72.1192758253461,74.5672436750999,100,,
