Phi,Theta
-2.443298415884499,0.6838921075746118
-2.965479380111394,0.8398112397802051
-2.68499109704244,0.8420527634461747
-2.4087193864640164,0.8922911085471021
-2.1908370161355006,0.9284846620067095
-1.980792141142543,0.8846573880902686
-1.7117152512821616,0.8487146344813992
-1.4176837762733632,0.8397171898361784
-1.1474312621126481,0.8777917421763197
-0.942449409106461,0.9304597108312702
-0.7152404193286315,0.9032949519982258
-0.4546436994213243,0.8509875081287108
-0.16210134852628144,0.8446704868882511
0.1079630657463797,0.8683083728202943
0.3154842672412874,0.9206158166898093
0.5275825660121614,0.8843282132861752
0.8125538964130552,0.8323029192487403
1.0855495339412151,0.8310645949857223
1.3558960980459567,0.8851903377730865
1.5767410416113137,0.9289078867548297
1.791049514066815,0.8776349922696085
2.077635368506833,0.8319894194353181
2.333247441380725,0.843729987447984
2.6216672697292642,0.8864129870454336
2.8197834768215024,0.9244718643949039
3.0242950801075557,0.8933883578940804
-2.8203446414875284,1.01148373761027
-2.3818838024350653,1.0552483115640265
-2.005072701692102,1.0666440297819282
-1.5651227385258828,1.008662239289469
-1.1272261991375796,1.0681331538956842
-0.7823450543916799,1.0695595780467557
-0.31206398427685045,1.013631211332213
0.15926731021294316,1.0655311054442789
0.49743955895160497,1.061126433065695
0.9444432679198265,1.0185531584029435
1.408752166588961,1.062866357030189
1.7583514835268659,1.0635874066010604
2.194586473904031,1.0232243056229362
2.6496941530492197,1.060013508728046
3.0076639150055016,1.0600918836814015
-2.939709695448079,1.204035323014262
-2.716200003468632,1.2062925216709026
-2.481498368150009,1.2103523442547217
-2.314935917278728,1.255276867518141
-2.088808501857205,1.2533645186562647
-1.9157095798760682,1.2157445410455858
-1.6816192691936185,1.2042234229023154
-1.4586895518690035,1.2039255980795642
-1.2264332150950743,1.207138971167143
-1.0506695446998475,1.2590702152605509
-0.8350443730279729,1.2534428936096205
-0.6516313071852418,1.2202746133495384
-0.4252530919129809,1.1987528511580956
-0.20762152143520307,1.201182474712119
0.026939038967380036,1.211042043844251
0.20775005635870603,1.2523456442626422
0.41674470697669896,1.2623619633014853
3.131292566428595,1.2176412149167908
2.9438040030113735,1.2544774429939138
2.721109410546825,1.2595247899900135
2.54352744123375,1.2050071724358713
2.3075874816521083,1.1935801042366274
2.095395132937208,1.2047877225664754
1.864612245286363,1.2263878597112738
1.6817634791077927,1.2644937620327574
1.455557688732914,1.2762029800640808
1.2839635658562045,1.21917736400256
0.6021328216439903,1.2140673170437764
0.8329470592761767,1.2068097963630493
1.0500613550618079,1.2043331478370132
-3.0470050065918692,1.3775261197621764
-2.6171027124458357,1.3832318163664625
-2.1947714387939508,1.397041483147716
-1.7850115076603013,1.3860689896779348
-1.362084584362914,1.378294194305061
-0.931492590627351,1.388232138390549
-0.527720505930068,1.392197911030341
-0.08988666650444888,1.38487769038693
0.31294491875256725,1.385990614724579
0.7266392725446664,1.3917276613102076
1.163078037800556,1.3748613713480868
1.5760043170497715,1.3965242084555693
1.9967680916345438,1.383263166347805
2.4171243164618685,1.3896115375696072
2.8306305703659147,1.3834982912078717
3.1322957658315467,1.5633844841496016
2.94135870446668,1.5711906295038174
2.7310787046136555,1.571269004457173
2.514998958212318,1.559230611621756
2.3074464067360676,1.5736516030391827
2.099549005465053,1.5592462866124268
1.8881404062837088,1.5708301047183817
1.677829056449342,1.569779880343417
1.4699786801503407,1.5689647808285192
1.2590716806704716,1.5699523052407993
1.0550303271045518,1.5737770029645517
0.8465059262066923,1.5765044513413258
0.6208801104866453,1.5710652295784484
0.4285322999613781,1.5676010566401317
0.21064992963286233,1.5688080309218078
0.0003072298171540311,1.577852500539042
-0.21136784420559973,1.567585381649461
-0.41015807589669606,1.5676010566401317
-0.6229147242757569,1.569356655595297
-0.8257804535413431,1.5679615814255674
-1.0492274455581052,1.5710182046064352
-1.2560432724728128,1.5723976037854934
-1.4638622987904717,1.5708301047183817
-1.670756500658535,1.567491331705434
-1.8865070722557786,1.5716608792239508
-2.0948276982749134,1.5738553779179074
-2.311220944489673,1.575313152050321
-2.515936322654451,1.5740434778059609
-2.716435128328699,1.577021726033473
-2.9263232534149455,1.576394726406628
-2.8289658863566425,1.7563122693297004
-2.4117446596635417,1.7606542417455995
-1.975682094183759,1.7512335723522587
-1.5602791664085078,1.7532242961674902
-1.1429011898086956,1.7635227650384138
-0.7192532169404373,1.764808114273445
-0.31035541029369895,1.7492428485370268
0.10258654394618727,1.7574251936673495
0.5448093807597187,1.759227817594528
0.9539109622851809,1.7488509737702491
1.3689533652749963,1.7416248030708645
1.7821617943562922,1.7649178392081433
2.2064681168327374,1.7442425265129409
2.6179836469215516,1.7541961455890995
3.0610686082219942,1.7446030512983766
